15:37:22.784992;1.82;
15:37:22.787497;1.83;
15:37:22.788501;1.83;
15:37:22.788501;1.83;
15:37:22.792511;1.83;
15:37:22.792511;1.83;
15:37:22.797023;1.83;
15:37:22.797023;1.83;
15:37:22.800532;1.83;
15:37:22.801034;1.83;
15:37:22.804543;1.83;
15:37:22.805046;1.83;
15:37:22.809056;1.83;
15:37:22.809056;1.83;
15:37:22.813067;1.83;
15:37:22.813568;1.83;
15:37:22.817077;1.83;
15:37:22.817077;1.83;
15:37:22.821087;1.82;
15:37:22.821589;1.82;
15:37:22.825125;1.83;
15:37:22.825600;1.83;
15:37:22.829611;1.83;
15:37:22.829611;1.83;
15:37:22.833620;1.83;
15:37:22.833620;1.83;
15:37:22.837632;1.83;
15:37:22.838133;1.83;
15:37:22.841641;1.83;
15:37:22.842143;1.82;
15:37:22.845677;1.83;
15:37:22.846155;1.83;
15:37:22.849663;1.83;
15:37:22.850164;1.83;
15:37:22.854175;1.83;
15:37:22.854677;1.83;
15:37:22.858185;1.82;
15:37:22.858185;1.82;
15:37:22.862197;1.82;
15:37:22.862197;1.82;
15:37:22.866207;1.82;
15:37:22.866708;1.82;
15:37:22.870218;1.82;
15:37:22.870719;1.82;
15:37:22.874737;1.82;
15:37:22.874737;1.82;
15:37:22.878741;1.83;
15:37:22.878741;1.83;
15:37:22.882752;1.83;
15:37:22.882752;1.83;
15:37:22.886763;1.83;
15:37:22.886763;1.83;
15:37:22.887265;1.83;
15:37:22.890774;1.83;
15:37:22.891275;1.83;
15:37:22.895286;1.83;
15:37:22.895286;1.83;
15:37:22.898795;1.83;
15:37:22.899296;1.83;
15:37:22.903307;1.83;
15:37:22.903307;1.83;
15:37:22.907318;1.83;
15:37:22.907318;1.83;
15:37:22.911328;1.83;
15:37:22.911829;1.83;
15:37:22.915338;1.83;
15:37:22.921355;1.83;
15:37:22.921355;1.82;
15:37:22.921857;1.82;
15:37:22.923359;1.82;
15:37:22.923861;1.83;
15:37:22.927873;1.83;
15:37:22.927873;1.83;
15:37:22.931883;1.83;
15:37:22.931883;1.83;
15:37:22.935894;1.83;
15:37:22.936395;1.83;
15:37:22.939904;1.83;
15:37:22.940406;1.83;
15:37:22.943914;1.83;
15:37:22.944416;1.83;
15:37:22.948426;1.83;
15:37:22.948426;1.83;
15:37:22.952438;1.83;
15:37:22.952438;1.83;
15:37:22.956483;1.83;
15:37:22.956483;1.83;
15:37:22.960494;1.82;
15:37:22.960494;1.82;
15:37:22.964504;1.82;
15:37:22.965005;1.82;
15:37:22.968515;1.82;
15:37:22.969017;1.82;
15:37:22.973029;1.82;
15:37:22.973029;1.82;
15:37:22.977039;1.82;
15:37:22.977039;1.82;
15:37:22.981048;1.82;
15:37:22.981048;1.82;
15:37:22.985059;1.82;
15:37:22.985059;1.82;
15:37:22.989069;1.82;
15:37:22.989069;1.82;
15:37:22.993113;1.82;
15:37:22.993582;1.83;
15:37:22.997091;1.83;
15:37:22.997593;1.83;
15:37:23.001604;1.83;
15:37:23.001604;1.83;
15:37:23.005613;1.83;
15:37:23.005613;1.83;
15:37:23.009625;1.83;
15:37:23.009625;1.83;
15:37:23.013636;1.83;
15:37:23.014138;1.83;
15:37:23.017646;1.83;
15:37:23.018147;1.83;
15:37:23.021657;1.83;
15:37:23.022158;1.83;
15:37:23.026169;1.83;
15:37:23.026169;1.83;
15:37:23.030180;1.83;
15:37:23.030180;1.83;
15:37:23.034189;1.83;
15:37:23.034189;1.83;
15:37:23.038201;1.83;
15:37:23.038703;1.83;
15:37:23.042211;1.83;
15:37:23.042714;1.83;
15:37:23.046724;1.83;
15:37:23.046724;1.83;
15:37:23.050735;1.83;
15:37:23.050735;1.83;
15:37:23.054746;1.83;
15:37:23.054746;1.83;
15:37:23.055247;1.83;
15:37:23.058755;1.83;
15:37:23.058755;1.83;
15:37:23.062766;1.83;
15:37:23.063268;1.83;
15:37:23.066777;1.83;
15:37:23.067279;1.83;
15:37:23.071290;1.83;
15:37:23.071290;1.83;
