set,lvl,start,end,diff,ptcp,accuracy
1,31,83612,84276,4.99248120300752,15,0
1,32,86072,86574,3.77443609022556,15,0
1,34,91650,92127,3.58646616541353,15,0
2,0,96000,96533,4.00751879699248,15,0
2,1,98459,98924,3.49624060150376,15,0
2,2,100770,101297,3.96240601503759,15,0
2,3,103146,103657,3.84210526315789,15,0
2,4,105468,105912,3.33834586466165,15,0
2,5,107726,108223,3.73684210526316,15,0
2,6,109951,110488,4.03759398496241,15,0
2,7,112485,113019,4.01503759398496,15,0
2,8,115181,115713,4,15,0
2,9,117672,118124,3.3984962406015,15,0
2,10,120715,121230,3.87218045112782,15,0
2,11,123033,123477,3.33834586466165,15,0
2,12,125320,125837,3.88721804511278,15,0
2,13,127621,128175,4.16541353383459,15,0
2,14,130553,131098,4.09774436090226,15,0
2,15,133036,133552,3.8796992481203,15,0
2,16,135427,135957,3.98496240601504,15,0
2,17,139073,139613,4.06015037593985,15,0
2,18,141342,141870,3.96992481203007,15,0
2,19,143749,144261,3.84962406015038,15,0
2,20,146804,147308,3.78947368421053,15,0
2,21,149168,149648,3.60902255639098,15,0
2,22,151518,152023,3.79699248120301,15,0
2,23,153842,154340,3.74436090225564,15,0
2,25,159223,159784,4.21804511278195,15,1
2,26,NaN,162140,NaN,15,0
2,27,163953,164422,3.52631578947368,15,0
2,28,166181,166736,4.17293233082707,15,0
2,29,168504,168954,3.38345864661654,15,0
2,30,170728,171267,4.05263157894737,15,0
2,31,173032,173534,3.77443609022556,15,0
2,32,175300,175810,3.83458646616541,15,0
2,33,177639,178156,3.88721804511278,15,0
2,34,180449,180917,3.5187969924812,15,0
3,1,187433,187895,3.47368421052632,15,0
3,2,189645,190097,3.3984962406015,15,1
3,3,NaN,192522,NaN,15,0
3,4,194244,194710,3.50375939849624,15,0
3,5,196737,197298,4.21804511278195,15,0
3,6,199384,199880,3.72932330827068,15,0
3,7,201666,202163,3.73684210526316,15,0
3,8,204235,204760,3.94736842105263,15,0
3,9,206571,207116,4.09774436090226,15,0
3,10,208848,209360,3.84962406015038,15,0
3,11,211249,211837,4.42105263157895,15,0
3,12,213640,214180,4.06015037593985,15,0
3,13,216033,216588,4.17293233082707,15,0
3,14,218614,219180,4.25563909774436,15,0
3,15,221036,221599,4.23308270676692,15,0
3,16,223411,223950,4.05263157894737,15,0
3,17,225741,226190,3.37593984962406,15,0
3,18,228112,228544,3.24812030075188,15,0
3,19,230405,230952,4.11278195488722,15,0
3,20,233452,233978,3.95488721804511,15,0
3,21,235746,236273,3.96240601503759,15,0
3,22,238171,238621,3.38345864661654,15,0
3,23,240470,240983,3.85714285714286,15,0
3,24,242830,243322,3.69924812030075,15,0
3,25,245198,245704,3.80451127819549,15,0
3,26,247469,247974,3.79699248120301,15,0
3,27,249700,250200,3.7593984962406,15,0
3,28,252091,252638,4.11278195488722,15,0
3,29,254363,254878,3.87218045112782,15,0
3,30,257137,257668,3.99248120300752,15,0
3,31,259497,259936,3.30075187969925,15,0
3,32,261709,262195,3.65413533834586,15,1
3,33,NaN,264570,NaN,15,0
3,34,266319,266818,3.75187969924812,15,0
1,0,1894,2365,3.54135338345865,14,0
1,1,4102,4528,3.20300751879699,14,0
1,2,6264,6739,3.57142857142857,14,1
1,4,14029,14452,3.18045112781955,14,0
1,5,16380,16817,3.28571428571429,14,0
1,6,18873,19297,3.18796992481203,14,0
1,7,21100,21526,3.20300751879699,14,0
1,8,23178,23603,3.19548872180451,14,0
1,9,25312,25743,3.2406015037594,14,0
1,10,27439,27882,3.33082706766917,14,0
1,11,29564,29989,3.19548872180451,14,0
1,12,32032,32460,3.21804511278195,14,0
1,13,34285,34712,3.21052631578947,14,0
1,15,42601,43030,3.22556390977444,14,0
1,16,44705,45132,3.21052631578947,14,0
1,17,46812,47240,3.21804511278195,14,0
1,18,48940,49362,3.17293233082707,14,0
1,19,51361,51787,3.20300751879699,14,0
1,20,53492,53931,3.30075187969925,14,0
1,21,55536,55963,3.21052631578947,14,0
1,22,57657,58088,3.2406015037594,14,0
1,23,59920,60644,5.44360902255639,14,0
1,24,62368,62797,3.22556390977444,14,0
1,25,64811,65241,3.23308270676692,14,0
1,26,67129,67567,3.29323308270677,14,0
1,27,69338,69768,3.23308270676692,14,0
1,28,71520,71942,3.17293233082707,14,0
1,29,73655,74229,4.31578947368421,14,1
1,30,76123,76857,5.5187969924812,14,0
1,31,78942,79714,5.80451127819549,14,0
1,33,88217,88949,5.50375939849624,14,0
1,34,90734,91171,3.28571428571429,14,0
2,0,94929,95360,3.2406015037594,14,0
2,1,97164,97658,3.71428571428571,14,0
2,2,99444,99873,3.22556390977444,14,0
2,3,101476,101902,3.20300751879699,14,0
2,4,104018,104469,3.39097744360902,14,0
2,5,106092,106530,3.29323308270677,14,0
2,6,108154,108590,3.2781954887218,14,0
2,7,111010,111436,3.20300751879699,14,0
2,8,113106,113534,3.21804511278195,14,0
2,9,115571,116010,3.30075187969925,14,0
2,10,117752,118183,3.2406015037594,14,0
2,11,119870,120307,3.28571428571429,14,0
2,12,122116,122542,3.20300751879699,14,0
2,13,124654,125086,3.24812030075188,14,0
2,14,126780,127207,3.21052631578947,14,0
2,15,128856,129286,3.23308270676692,14,0
2,16,131046,131475,3.22556390977444,14,0
2,17,133454,133883,3.22556390977444,14,0
2,18,135940,136382,3.32330827067669,14,0
2,19,138366,138795,3.22556390977444,14,0
2,20,140974,141406,3.24812030075188,14,0
2,21,143109,143540,3.2406015037594,14,0
2,22,145591,146019,3.21804511278195,14,0
2,23,148176,148617,3.31578947368421,14,0
2,24,150303,150736,3.25563909774436,14,0
2,25,152385,152808,3.18045112781955,14,0
2,26,154606,155030,3.18796992481203,14,0
2,27,156907,157330,3.18045112781955,14,0
2,28,159162,159601,3.30075187969925,14,0
2,29,161270,161705,3.27067669172932,14,0
2,30,163641,164068,3.21052631578947,14,0
2,31,166351,166775,3.18796992481203,14,0
2,32,168444,168870,3.20300751879699,14,0
2,33,170589,171035,3.35338345864662,14,0
2,34,172782,173205,3.18045112781955,14,0
3,0,177186,177632,3.35338345864662,14,0
3,1,179346,179769,3.18045112781955,14,0
3,2,181515,181939,3.18796992481203,14,0
3,3,183864,184285,3.16541353383459,14,0
3,4,186323,186749,3.20300751879699,14,0
3,5,188754,189185,3.2406015037594,14,0
3,6,191256,191681,3.19548872180451,14,0
3,7,193360,193793,3.25563909774436,14,0
3,8,195614,196114,3.7593984962406,14,0
3,9,199409,199833,3.18796992481203,14,0
3,10,201916,202341,3.19548872180451,14,0
3,11,204056,204500,3.33834586466165,14,0
3,12,206174,206609,3.27067669172932,14,0
3,13,208473,208908,3.27067669172932,14,0
3,14,210631,211096,3.49624060150376,14,0
3,15,212901,213431,3.98496240601504,14,1
3,16,NaN,216098,NaN,14,0
3,17,218039,218471,3.24812030075188,14,0
3,18,220241,220664,3.18045112781955,14,0
3,19,224044,224479,3.27067669172932,14,0
3,20,226377,226843,3.50375939849624,14,0
3,21,228698,229126,3.21804511278195,14,0
3,22,230827,231270,3.33082706766917,14,0
3,23,233446,233876,3.23308270676692,14,0
3,24,236976,237402,3.20300751879699,14,0
3,25,239089,239519,3.23308270676692,14,0
3,26,241326,241756,3.23308270676692,14,0
3,27,243486,243922,3.2781954887218,14,0
3,28,245953,246388,3.27067669172932,14,0
3,29,248728,249237,3.82706766917293,14,0
3,30,250954,251422,3.5187969924812,14,0
3,31,253126,253579,3.40601503759398,14,0
3,32,255298,255760,3.47368421052632,14,0
3,33,257529,257954,3.19548872180451,14,0
3,34,259675,260106,3.2406015037594,14,0
1,0,2397,3066,5.03007518796993,13,0
1,1,4946,5524,4.34586466165414,13,0
1,2,7800,8450,4.88721804511278,13,0
1,3,10222,10854,4.75187969924812,13,1
1,4,NaN,13603,NaN,13,0
1,5,15459,16147,5.17293233082707,13,0
1,6,17882,18436,4.16541353383459,13,0
1,7,20215,20843,4.7218045112782,13,0
1,8,22701,23228,3.96240601503759,13,0
1,9,25038,25580,4.07518796992481,13,0
1,10,27264,27801,4.03759398496241,13,0
1,11,29833,30477,4.84210526315789,13,0
1,12,32159,32602,3.33082706766917,13,0
1,13,34649,35122,3.55639097744361,13,0
1,14,36923,37387,3.48872180451128,13,0
1,15,39176,39628,3.3984962406015,13,0
1,16,41539,42009,3.53383458646617,13,0
1,17,43845,44288,3.33082706766917,13,0
1,18,46118,46535,3.13533834586466,13,0
1,19,48153,48611,3.44360902255639,13,0
1,20,50282,50749,3.51127819548872,13,0
1,21,52519,52963,3.33834586466165,13,0
1,22,54733,55174,3.31578947368421,13,0
1,23,56862,57285,3.18045112781955,13,0
1,24,NaN,59785,NaN,13,0
1,25,61580,62003,3.18045112781955,13,0
1,26,64002,64439,3.28571428571429,13,0
1,27,66149,66653,3.78947368421053,13,0
1,29,82530,82981,3.39097744360902,13,0
1,30,84696,85127,3.2406015037594,13,0
1,31,86910,87344,3.26315789473684,13,0
1,32,89134,89665,3.99248120300752,13,0
1,33,91378,91801,3.18045112781955,13,0
1,34,93602,94074,3.54887218045113,13,0
2,0,97894,98341,3.3609022556391,13,0
2,1,100082,100511,3.22556390977444,13,0
2,3,109188,109641,3.40601503759398,13,0
2,4,111341,111783,3.32330827067669,13,0
2,5,NaN,115142,NaN,13,0
2,6,117718,118162,3.33834586466165,13,0
2,7,120049,120637,4.42105263157895,13,0
2,8,122317,122738,3.16541353383459,13,0
2,9,124414,124840,3.20300751879699,13,0
2,10,126506,126931,3.19548872180451,13,0
2,11,128706,129124,3.14285714285714,13,0
2,13,134592,135036,3.33834586466165,13,0
2,14,136741,137184,3.33082706766917,13,0
2,15,138878,139302,3.18796992481203,13,0
2,16,140942,141364,3.17293233082707,13,0
2,17,143035,143465,3.23308270676692,13,0
2,18,145556,145987,3.2406015037594,13,0
2,19,147764,148188,3.18796992481203,13,0
2,20,152284,152739,3.42105263157895,13,0
2,21,154664,155112,3.36842105263158,13,0
2,22,156939,157383,3.33834586466165,13,0
2,23,159135,159565,3.23308270676692,13,0
2,24,161368,161790,3.17293233082707,13,0
2,25,163499,163924,3.19548872180451,13,0
2,26,165625,166046,3.16541353383459,13,0
2,27,167857,168285,3.21804511278195,13,0
2,28,169993,170417,3.18796992481203,13,0
2,29,172169,172593,3.18796992481203,13,0
2,30,174292,174716,3.18796992481203,13,0
2,31,176411,176836,3.19548872180451,13,0
2,32,178588,179011,3.18045112781955,13,0
2,33,180736,181169,3.25563909774436,13,0
2,34,182848,183278,3.23308270676692,13,0
3,0,187461,187908,3.3609022556391,13,0
3,1,189657,190081,3.18796992481203,13,0
3,2,191687,192114,3.21052631578947,13,0
3,3,194148,194589,3.31578947368421,13,0
3,4,196306,196761,3.42105263157895,13,0
3,5,198569,198997,3.21804511278195,13,0
3,6,200684,201104,3.15789473684211,13,0
3,7,202947,203370,3.18045112781955,13,0
3,8,205159,205588,3.22556390977444,13,0
3,9,207339,207765,3.20300751879699,13,0
3,10,209485,209913,3.21804511278195,13,0
3,11,211762,212187,3.19548872180451,13,0
3,12,213891,214322,3.2406015037594,13,0
3,13,218529,218958,3.22556390977444,13,0
3,14,220700,221162,3.47368421052632,13,0
3,15,222871,223304,3.25563909774436,13,0
3,16,225072,225504,3.24812030075188,13,0
3,17,227253,227690,3.28571428571429,13,0
3,18,229379,229815,3.2781954887218,13,0
3,19,231580,232004,3.18796992481203,13,0
3,20,233725,234156,3.2406015037594,13,0
3,21,235794,236220,3.20300751879699,13,0
3,22,237963,238391,3.21804511278195,13,0
3,23,240115,240545,3.23308270676692,13,0
3,24,242949,243376,3.21052631578947,13,0
3,25,245179,245604,3.19548872180451,13,0
3,26,248080,248511,3.2406015037594,13,0
3,27,250145,250573,3.21804511278195,13,0
3,28,252721,253146,3.19548872180451,13,0
3,29,254797,255228,3.2406015037594,13,0
3,30,257022,257450,3.21804511278195,13,0
3,31,259151,259639,3.66917293233083,13,0
3,32,261290,261714,3.18796992481203,13,0
3,33,263525,263951,3.20300751879699,13,0
3,34,265698,266131,3.25563909774436,13,0
1,1,NaN,9556,NaN,12,0
1,2,11400,12054,4.91729323308271,12,0
1,3,18144,18751,4.56390977443609,12,0
1,4,21171,21618,3.3609022556391,12,1
1,6,35369,35901,4,12,0
1,7,37595,38090,3.7218045112782,12,0
1,8,40600,41056,3.42857142857143,12,1
1,9,NaN,44469,NaN,12,0
1,13,66956,67513,4.18796992481203,12,1
1,16,78550,78998,3.36842105263158,12,1
1,17,80620,81277,4.93984962406015,12,0
1,18,NaN,83401,NaN,12,0
1,19,86575,87022,3.3609022556391,12,0
1,20,88821,89456,4.77443609022556,12,1
1,21,92025,92606,4.36842105263158,12,0
1,22,94480,95035,4.17293233082707,12,1
1,23,NaN,97449,NaN,12,0
1,24,99748,100516,5.77443609022556,12,0
1,26,106036,106512,3.57894736842105,12,0
1,27,108481,108922,3.31578947368421,12,0
1,28,111085,111528,3.33082706766917,12,1
1,29,114092,114664,4.30075187969925,12,0
1,30,NaN,117149,NaN,12,1
1,31,119216,119659,3.33082706766917,12,0
1,32,121279,121799,3.90977443609023,12,1
1,33,NaN,124262,NaN,12,0
1,34,126328,126756,3.21804511278195,12,0
2,0,NaN,135514,NaN,12,0
2,1,138266,138771,3.79699248120301,12,0
2,2,140681,141108,3.21052631578947,12,0
2,3,143247,143681,3.26315789473684,12,0
2,4,145513,145946,3.25563909774436,12,0
2,5,148145,148673,3.96992481203007,12,0
2,6,NaN,151327,NaN,12,0
2,8,188435,188873,3.29323308270677,12,0
2,9,191000,191448,3.36842105263158,12,1
2,10,NaN,194581,NaN,12,0
2,11,197877,198317,3.30827067669173,12,1
2,12,NaN,201027,NaN,12,0
2,13,204182,204753,4.29323308270677,12,0
2,14,206463,206970,3.81203007518797,12,0
2,15,209800,210518,5.3984962406015,12,1
2,16,NaN,213362,NaN,12,0
2,19,223240,223668,3.21804511278195,12,0
2,20,225874,226329,3.42105263157895,12,0
2,22,241444,242172,5.47368421052632,12,0
2,23,244505,245162,4.93984962406015,12,0
2,24,247466,248200,5.5187969924812,12,0
2,25,250021,250554,4.00751879699248,12,0
2,26,252679,253268,4.42857142857143,12,0
2,27,NaN,255718,NaN,12,1
2,28,257505,258262,5.69172932330827,12,0
2,29,260149,260728,4.35338345864662,12,0
2,30,263237,263772,4.02255639097744,12,0
2,31,NaN,266910,NaN,12,1
2,32,268862,269329,3.51127819548872,12,0
2,33,272497,273065,4.27067669172932,12,0
2,34,275896,276556,4.96240601503759,12,0
3,0,283442,283865,3.18045112781955,12,0
3,1,285638,286163,3.94736842105263,12,0
3,2,287929,288469,4.06015037593985,12,0
3,3,291219,291845,4.70676691729323,12,1
3,4,NaN,294517,NaN,12,0
3,5,296145,296706,4.21804511278195,12,0
3,6,NaN,304422,NaN,12,1
3,7,308166,308685,3.90225563909774,12,0
3,9,313562,314088,3.95488721804511,12,0
3,10,316499,316982,3.63157894736842,12,0
3,11,NaN,319854,NaN,12,0
3,12,322791,323546,5.67669172932331,12,0
3,13,NaN,327971,NaN,12,0
3,14,330027,330460,3.25563909774436,12,0
3,16,NaN,336299,NaN,12,0
3,17,338035,338465,3.23308270676692,12,0
3,18,NaN,341434,NaN,12,1
3,19,344560,345005,3.34586466165414,12,0
3,21,NaN,350514,NaN,12,0
3,22,352461,352999,4.04511278195489,12,0
3,23,356646,357085,3.30075187969925,12,0
3,24,358981,359502,3.91729323308271,12,0
3,25,362293,362880,4.41353383458647,12,0
3,26,367598,368155,4.18796992481203,12,0
3,27,370506,371095,4.42857142857143,12,0
3,28,373928,374647,5.40601503759398,12,0
3,29,376465,376900,3.27067669172932,12,0
3,30,378779,379232,3.40601503759398,12,0
3,32,NaN,387855,NaN,12,0
3,33,390967,391406,3.30075187969925,12,1
3,34,NaN,395934,NaN,12,0
1,0,4065,4548,3.63157894736842,11,0
1,1,6342,6884,4.07518796992481,11,0
1,2,8748,9305,4.18796992481203,11,0
1,3,11758,12217,3.45112781954887,11,0
1,4,14068,14535,3.51127819548872,11,0
1,5,16727,17170,3.33082706766917,11,0
1,6,19069,19544,3.57142857142857,11,0
1,7,21698,22136,3.29323308270677,11,0
1,9,34194,34706,3.84962406015038,11,0
1,10,36897,37398,3.76691729323308,11,0
1,12,42576,43004,3.21804511278195,11,0
1,14,48376,48796,3.15789473684211,11,0
1,16,53530,54062,4,11,0
1,17,56400,56851,3.39097744360902,11,0
1,18,58688,59109,3.16541353383459,11,0
1,19,61225,61809,4.39097744360902,11,0
1,20,63868,64296,3.21804511278195,11,0
1,21,66613,67028,3.1203007518797,11,0
1,22,68741,69162,3.16541353383459,11,0
1,23,71056,71493,3.28571428571429,11,0
1,24,74170,74668,3.74436090225564,11,0
1,25,79633,80063,3.23308270676692,11,0
1,26,81703,82123,3.15789473684211,11,0
1,27,83898,84328,3.23308270676692,11,0
1,28,86125,86585,3.45864661654135,11,0
1,29,88320,88776,3.42857142857143,11,0
1,30,91651,92121,3.53383458646617,11,0
1,31,95823,96312,3.67669172932331,11,1
1,32,99526,100001,3.57142857142857,11,0
1,33,104323,105044,5.42105263157895,11,0
1,34,107889,108321,3.24812030075188,11,0
2,0,112256,112724,3.5187969924812,11,0
2,1,114457,114913,3.42857142857143,11,0
2,3,119491,119926,3.27067669172932,11,0
2,5,125306,125733,3.21052631578947,11,0
2,6,127501,127964,3.4812030075188,11,0
2,7,129769,130225,3.42857142857143,11,0
2,8,132671,133107,3.2781954887218,11,0
2,9,134888,135374,3.65413533834586,11,0
2,10,137068,137556,3.66917293233083,11,0
2,11,139780,140259,3.6015037593985,11,0
2,12,142320,142755,3.27067669172932,11,0
2,13,144608,145033,3.19548872180451,11,0
2,14,146811,147272,3.46616541353383,11,0
2,15,148980,149417,3.28571428571429,11,0
2,17,155238,155713,3.57142857142857,11,0
2,18,157431,157914,3.63157894736842,11,1
2,19,160365,160929,4.2406015037594,11,0
2,20,162679,163190,3.84210526315789,11,0
2,21,165615,166038,3.18045112781955,11,0
2,22,167770,168215,3.34586466165414,11,0
2,23,171182,171864,5.12781954887218,11,0
2,24,173547,174096,4.12781954887218,11,0
2,25,NaN,182907,NaN,11,0
2,26,184534,184995,3.46616541353383,11,0
2,27,187125,187588,3.4812030075188,11,0
2,28,190649,191111,3.47368421052632,11,0
2,29,193084,193534,3.38345864661654,11,0
2,30,195293,195741,3.36842105263158,11,0
2,31,197699,198261,4.22556390977444,11,0
2,32,205180,205607,3.21052631578947,11,0
2,33,207366,207869,3.78195488721805,11,0
2,34,209586,210016,3.23308270676692,11,0
3,0,214661,215086,3.19548872180451,11,0
3,1,216772,217215,3.33082706766917,11,0
3,2,219775,220238,3.4812030075188,11,0
3,3,222962,223393,3.2406015037594,11,0
3,4,225136,225670,4.01503759398496,11,0
3,6,232997,233428,3.2406015037594,11,0
3,7,235147,235566,3.15037593984962,11,0
3,8,238927,239424,3.73684210526316,11,0
3,9,241315,241747,3.24812030075188,11,0
3,10,246732,247157,3.19548872180451,11,0
3,11,248911,249361,3.38345864661654,11,0
3,12,251100,251539,3.30075187969925,11,0
3,13,253252,253762,3.83458646616541,11,0
3,14,255488,255988,3.7593984962406,11,0
3,15,258314,258867,4.15789473684211,11,0
3,16,262404,262850,3.35338345864662,11,0
3,17,264627,265122,3.7218045112782,11,0
3,18,266961,267415,3.41353383458647,11,0
3,19,269164,269605,3.31578947368421,11,0
3,20,271585,272066,3.61654135338346,11,0
3,21,273875,274371,3.72932330827068,11,0
3,22,276690,277236,4.10526315789474,11,0
3,23,282788,283220,3.24812030075188,11,0
3,24,284908,285335,3.21052631578947,11,0
3,25,287043,287480,3.28571428571429,11,0
3,26,292846,293308,3.47368421052632,11,0
3,27,295036,295470,3.26315789473684,11,0
3,28,297577,298030,3.40601503759398,11,1
3,29,300025,300460,3.27067669172932,11,0
3,30,304944,305436,3.69924812030075,11,0
3,31,307237,307673,3.2781954887218,11,0
3,32,310013,310460,3.3609022556391,11,0
3,33,312755,313205,3.38345864661654,11,0
3,34,315120,315579,3.45112781954887,11,0
1,0,4437,5233,5.98496240601504,10,0
1,1,6963,7564,4.5187969924812,10,0
1,2,9186,9790,4.54135338345865,10,0
1,3,11730,12343,4.60902255639098,10,0
1,4,14209,14810,4.5187969924812,10,0
1,5,16545,17126,4.36842105263158,10,0
1,6,21308,22087,5.85714285714286,10,0
1,7,23951,24566,4.62406015037594,10,0
1,9,29830,30446,4.63157894736842,10,0
1,10,32895,33562,5.01503759398496,10,0
1,11,NaN,47939,NaN,10,1
1,12,49818,50424,4.55639097744361,10,0
1,13,52072,52715,4.83458646616541,10,0
1,14,54379,55090,5.34586466165414,10,0
1,15,57378,57943,4.24812030075188,10,0
1,16,60126,60719,4.45864661654135,10,0
1,17,62467,63073,4.55639097744361,10,0
1,18,64771,65392,4.66917293233083,10,0
1,19,67144,67768,4.69172932330827,10,1
1,20,NaN,71279,NaN,10,0
1,21,72983,73543,4.21052631578947,10,0
1,22,75219,75920,5.27067669172932,10,0
1,23,77893,78485,4.45112781954887,10,0
1,24,80165,80739,4.31578947368421,10,0
1,25,82366,82965,4.50375939849624,10,0
1,26,84592,85174,4.37593984962406,10,0
1,27,86886,87384,3.74436090225564,10,0
1,28,89034,89583,4.12781954887218,10,0
1,29,91571,92068,3.73684210526316,10,0
1,30,93998,94551,4.15789473684211,10,0
1,31,96210,96730,3.90977443609023,10,0
1,32,98600,99115,3.87218045112782,10,0
1,33,100811,101378,4.26315789473684,10,0
1,34,103401,103887,3.65413533834586,10,0
2,0,108450,109160,5.33834586466165,10,0
2,1,NaN,113699,NaN,10,0
2,2,115396,115916,3.90977443609023,10,0
2,3,117799,118475,5.08270676691729,10,1
2,4,NaN,121090,NaN,10,0
2,5,123754,124427,5.06015037593985,10,0
2,6,126994,127609,4.62406015037594,10,0
2,7,129227,130019,5.95488721804511,10,0
2,8,135751,136416,5,10,0
2,9,138361,138804,3.33082706766917,10,0
2,10,140601,141170,4.2781954887218,10,0
2,11,142892,143415,3.93233082706767,10,0
2,12,145130,145684,4.16541353383459,10,1
2,13,NaN,148339,NaN,10,0
2,14,151063,151621,4.19548872180451,10,0
2,15,153262,153843,4.36842105263158,10,0
2,16,155623,156146,3.93233082706767,10,0
2,17,158245,158768,3.93233082706767,10,0
2,18,NaN,163564,NaN,10,0
2,19,165610,166115,3.79699248120301,10,0
2,20,167951,168508,4.18796992481203,10,0
2,21,170424,170949,3.94736842105263,10,0
2,22,172728,173262,4.01503759398496,10,0
2,23,175111,175609,3.74436090225564,10,0
2,24,177221,177744,3.93233082706767,10,0
2,25,NaN,182566,NaN,10,0
2,26,184365,184894,3.97744360902256,10,0
2,27,187016,187486,3.53383458646617,10,0
2,28,189197,189709,3.84962406015038,10,0
2,29,191436,191958,3.92481203007519,10,0
2,30,193725,194311,4.40601503759398,10,0
2,31,196027,196533,3.80451127819549,10,0
2,32,198215,198761,4.10526315789474,10,0
2,33,200556,201195,4.80451127819549,10,0
2,34,202875,203370,3.7218045112782,10,0
3,0,207571,208095,3.93984962406015,10,0
3,1,209841,210358,3.88721804511278,10,0
3,2,NaN,215066,NaN,10,0
3,3,216766,217309,4.08270676691729,10,0
3,4,218996,219580,4.39097744360902,10,0
3,5,221392,221828,3.2781954887218,10,0
3,6,223519,224039,3.90977443609023,10,0
3,7,225790,226359,4.2781954887218,10,0
3,8,228114,228668,4.16541353383459,10,0
3,9,230347,230841,3.71428571428571,10,0
3,10,232459,232939,3.60902255639098,10,0
3,11,234679,235154,3.57142857142857,10,0
3,12,236791,237259,3.5187969924812,10,0
3,13,238988,239489,3.76691729323308,10,0
3,14,242727,243358,4.74436090225564,10,0
3,15,245077,245520,3.33082706766917,10,0
3,16,248226,248762,4.03007518796993,10,0
3,17,250430,250897,3.51127819548872,10,0
3,18,253259,253699,3.30827067669173,10,0
3,19,255396,255897,3.76691729323308,10,0
3,20,257898,258366,3.5187969924812,10,0
3,21,260611,261043,3.24812030075188,10,0
3,22,262703,263366,4.98496240601504,10,0
3,23,265929,266376,3.3609022556391,10,0
3,24,268154,268592,3.29323308270677,10,0
3,25,270274,270801,3.96240601503759,10,0
3,26,272444,272891,3.3609022556391,10,0
3,27,274499,274936,3.28571428571429,10,0
3,28,276734,277220,3.65413533834586,10,0
3,29,278979,279477,3.74436090225564,10,0
3,30,281198,281641,3.33082706766917,10,0
3,31,283400,283955,4.17293233082707,10,0
3,32,285769,286218,3.37593984962406,10,0
3,33,288030,288486,3.42857142857143,10,0
3,34,290205,290637,3.24812030075188,10,0
1,0,3895,4331,3.2781954887218,9,0
1,1,6411,6844,3.25563909774436,9,0
1,2,8585,9008,3.18045112781955,9,0
1,3,11156,11614,3.44360902255639,9,0
1,4,17584,18022,3.29323308270677,9,0
1,5,26649,27359,5.33834586466165,9,0
1,6,29322,29745,3.18045112781955,9,0
1,7,31549,32047,3.74436090225564,9,0
1,8,33771,34212,3.31578947368421,9,0
1,11,44791,45220,3.22556390977444,9,0
1,12,47126,47649,3.93233082706767,9,0
1,14,63443,63941,3.74436090225564,9,0
1,15,65632,66059,3.21052631578947,9,0
1,16,67832,68312,3.60902255639098,9,0
1,17,70070,70515,3.34586466165414,9,0
1,19,76261,76684,3.18045112781955,9,0
1,20,78521,79281,5.71428571428571,9,0
1,21,81078,81526,3.36842105263158,9,0
1,22,83295,83871,4.33082706766917,9,0
1,23,85584,86035,3.39097744360902,9,0
1,24,89867,90290,3.18045112781955,9,0
1,26,100248,100739,3.69172932330827,9,1
1,28,105163,105685,3.92481203007519,9,0
1,29,108591,109017,3.20300751879699,9,0
1,30,121313,121879,4.25563909774436,9,0
1,31,123702,124254,4.15037593984962,9,0
1,32,125995,126660,5,9,0
1,33,128439,128968,3.97744360902256,9,0
1,34,130748,131268,3.90977443609023,9,0
2,0,135760,136252,3.69924812030075,9,0
2,1,138057,138604,4.11278195488722,9,0
2,2,140415,140841,3.20300751879699,9,0
2,4,NaN,151516,NaN,9,0
2,5,153243,153675,3.24812030075188,9,0
2,6,156084,156500,3.12781954887218,9,0
2,7,158378,158817,3.30075187969925,9,0
2,8,160569,160994,3.19548872180451,9,0
2,9,162748,163346,4.49624060150376,9,0
2,12,172330,172746,3.12781954887218,9,0
2,13,180625,181047,3.17293233082707,9,0
2,14,182772,183227,3.42105263157895,9,0
2,19,204195,204650,3.42105263157895,9,0
2,20,212442,213019,4.33834586466165,9,0
2,21,216617,217051,3.26315789473684,9,0
2,22,219594,220118,3.93984962406015,9,0
2,23,223453,223947,3.71428571428571,9,0
2,24,225856,226288,3.24812030075188,9,0
2,25,228143,228620,3.58646616541353,9,0
2,26,232316,232906,4.43609022556391,9,0
2,27,234814,235246,3.24812030075188,9,0
2,28,238942,239465,3.93233082706767,9,0
2,29,241208,241640,3.24812030075188,9,0
2,30,243629,244064,3.27067669172932,9,0
2,31,249883,250318,3.27067669172932,9,0
2,32,257691,258121,3.23308270676692,9,0
2,33,261825,262253,3.21804511278195,9,0
2,34,266026,266461,3.27067669172932,9,0
3,0,275286,275711,3.19548872180451,9,0
3,1,277410,277841,3.2406015037594,9,0
3,2,279541,279972,3.2406015037594,9,0
3,3,281713,282148,3.27067669172932,9,0
3,4,284313,284748,3.27067669172932,9,0
3,5,287930,288360,3.23308270676692,9,0
3,6,292305,292762,3.43609022556391,9,0
3,7,294639,295071,3.24812030075188,9,0
3,8,298255,298687,3.24812030075188,9,0
3,9,305864,306296,3.24812030075188,9,0
3,10,308138,308557,3.15037593984962,9,0
3,11,310258,310681,3.18045112781955,9,0
3,12,312359,312790,3.2406015037594,9,0
3,13,314874,315304,3.23308270676692,9,0
3,14,319175,319599,3.18796992481203,9,0
3,15,325194,325638,3.33834586466165,9,0
3,16,330168,330614,3.35338345864662,9,0
3,17,332635,333071,3.2781954887218,9,0
3,18,334711,335138,3.21052631578947,9,0
3,19,336911,337342,3.2406015037594,9,0
