set,lvl,start,end,diff,ptcp,accuracy
3,20,339433,339867,3.26315789473684,9,0
3,21,341705,342138,3.25563909774436,9,0
3,22,344054,344487,3.25563909774436,9,0
3,23,346235,346671,3.2781954887218,9,0
3,24,348809,349302,3.70676691729323,9,0
3,25,351081,351512,3.2406015037594,9,0
3,26,353493,353925,3.24812030075188,9,0
3,27,356513,356941,3.21804511278195,9,0
3,28,358654,359091,3.28571428571429,9,0
3,29,361205,361642,3.28571428571429,9,0
3,30,363557,363986,3.22556390977444,9,0
3,31,365891,366326,3.27067669172932,9,0
3,32,368183,368616,3.25563909774436,9,0
3,33,370875,371320,3.34586466165414,9,0
3,34,373077,373510,3.25563909774436,9,0
1,0,2700,3209,3.82706766917293,8,0
1,1,5052,5549,3.73684210526316,8,0
1,2,7408,7992,4.39097744360902,8,0
1,3,9909,10402,3.70676691729323,8,0
1,4,12155,12717,4.22556390977444,8,0
1,5,14424,14945,3.91729323308271,8,0
1,6,16687,17116,3.22556390977444,8,0
1,7,18826,19279,3.40601503759398,8,0
1,8,20934,21361,3.21052631578947,8,0
1,9,23101,23536,3.27067669172932,8,0
1,10,25259,25685,3.20300751879699,8,0
1,11,27381,27854,3.55639097744361,8,0
1,12,29514,29957,3.33082706766917,8,0
1,13,31690,32129,3.30075187969925,8,0
1,14,34026,34460,3.26315789473684,8,0
1,15,36110,36573,3.4812030075188,8,0
1,16,38382,38823,3.31578947368421,8,0
1,17,40941,41372,3.2406015037594,8,0
1,18,43198,43621,3.18045112781955,8,0
1,19,45343,45768,3.19548872180451,8,0
1,20,47592,48018,3.20300751879699,8,0
1,21,49655,50167,3.84962406015038,8,0
1,22,51942,52368,3.20300751879699,8,0
1,24,61018,61468,3.38345864661654,8,0
1,25,63280,63706,3.20300751879699,8,0
1,26,65402,65845,3.33082706766917,8,0
1,27,67547,68013,3.50375939849624,8,0
1,28,69774,70207,3.25563909774436,8,0
1,29,71887,72315,3.21804511278195,8,0
1,31,NaN,77482,NaN,8,0
1,32,79159,79594,3.27067669172932,8,0
1,33,81380,81803,3.18045112781955,8,0
1,34,83424,83850,3.20300751879699,8,0
2,0,88225,88669,3.33834586466165,8,0
2,1,92521,92982,3.46616541353383,8,0
2,3,100094,100649,4.17293233082707,8,0
2,4,107383,107820,3.28571428571429,8,0
2,5,109557,109981,3.18796992481203,8,0
2,6,111697,112126,3.22556390977444,8,0
2,7,113864,114303,3.30075187969925,8,0
2,8,115915,116367,3.3984962406015,8,0
2,9,118058,118527,3.52631578947368,8,0
2,10,120233,120661,3.21804511278195,8,0
2,11,122306,122766,3.45864661654135,8,0
2,13,NaN,127988,NaN,8,0
2,14,129674,130110,3.2781954887218,8,0
2,15,131794,132274,3.60902255639098,8,0
2,16,134020,134444,3.18796992481203,8,0
2,17,136203,136637,3.26315789473684,8,0
2,18,138342,138775,3.25563909774436,8,0
2,20,143644,144072,3.21804511278195,8,0
2,21,145654,146201,4.11278195488722,8,0
2,22,150624,151307,5.13533834586466,8,0
2,23,153019,153447,3.21804511278195,8,0
2,24,155138,155565,3.21052631578947,8,0
2,25,157348,158146,6,8,1
2,26,160052,160473,3.16541353383459,8,0
2,27,164280,164827,4.11278195488722,8,0
2,28,166432,166861,3.22556390977444,8,0
2,29,175017,175460,3.33082706766917,8,0
2,30,177273,177704,3.2406015037594,8,0
2,31,181287,181722,3.27067669172932,8,0
2,32,183387,183822,3.27067669172932,8,0
2,33,185507,185938,3.2406015037594,8,0
3,0,194207,194637,3.23308270676692,8,0
3,1,196253,196681,3.21804511278195,8,0
3,2,198332,198778,3.35338345864662,8,0
3,3,200469,200900,3.2406015037594,8,0
3,4,203150,203578,3.21804511278195,8,0
3,5,206239,206668,3.22556390977444,8,0
3,6,208369,208826,3.43609022556391,8,0
3,7,210548,210977,3.22556390977444,8,0
3,8,212674,213101,3.21052631578947,8,0
3,9,214733,215218,3.64661654135338,8,0
3,10,217053,217483,3.23308270676692,8,0
3,11,219117,219547,3.23308270676692,8,0
3,12,223179,223608,3.22556390977444,8,0
3,14,229671,230154,3.63157894736842,8,0
3,16,237152,237609,3.43609022556391,8,0
3,17,239382,239845,3.4812030075188,8,0
3,18,241554,242035,3.61654135338346,8,1
3,19,NaN,244496,NaN,8,0
3,20,246286,246720,3.26315789473684,8,0
3,21,248398,248898,3.7593984962406,8,1
3,22,NaN,251297,NaN,8,0
3,23,253066,253737,5.04511278195489,8,0
3,24,255448,255904,3.42857142857143,8,0
3,25,257735,258179,3.33834586466165,8,0
3,26,259841,260272,3.2406015037594,8,0
3,27,262171,262665,3.71428571428571,8,0
3,28,266094,266691,4.48872180451128,8,0
3,29,268399,268868,3.52631578947368,8,0
3,30,270488,270921,3.25563909774436,8,0
3,31,277542,277970,3.21804511278195,8,0
3,32,279754,280182,3.21804511278195,8,0
3,33,281840,282280,3.30827067669173,8,0
3,34,284031,284457,3.20300751879699,8,0
1,0,2437,2866,3.22556390977444,7,0
1,1,5365,5804,3.30075187969925,7,0
1,2,8071,8501,3.23308270676692,7,0
1,3,10347,10782,3.27067669172932,7,0
1,4,12731,13173,3.32330827067669,7,0
1,5,15591,16030,3.30075187969925,7,0
1,6,18022,18454,3.24812030075188,7,0
1,7,21136,21595,3.45112781954887,7,0
1,8,24599,25034,3.27067669172932,7,0
1,9,27073,27501,3.21804511278195,7,0
1,10,29571,30004,3.25563909774436,7,0
1,11,32125,32555,3.23308270676692,7,0
1,12,35419,35856,3.28571428571429,7,0
1,13,38126,38557,3.2406015037594,7,0
1,15,45852,46286,3.26315789473684,7,0
1,16,48118,48549,3.2406015037594,7,0
1,17,51336,51763,3.21052631578947,7,0
1,18,53955,54401,3.35338345864662,7,0
1,19,56859,57290,3.2406015037594,7,0
1,21,70353,70784,3.2406015037594,7,0
1,22,73326,73761,3.27067669172932,7,0
1,23,75505,75934,3.22556390977444,7,0
1,24,77884,78314,3.23308270676692,7,0
1,26,88433,88864,3.2406015037594,7,0
1,27,90967,91399,3.24812030075188,7,0
1,28,97343,98029,5.15789473684211,7,1
1,29,99918,100349,3.2406015037594,7,0
1,30,102970,103402,3.24812030075188,7,0
1,31,105667,106096,3.22556390977444,7,0
1,32,108463,108895,3.24812030075188,7,0
1,33,111273,111702,3.22556390977444,7,0
2,0,126491,126925,3.26315789473684,7,0
2,1,128890,129322,3.24812030075188,7,0
2,2,130951,131382,3.2406015037594,7,0
2,3,133164,133595,3.2406015037594,7,0
2,4,135352,135792,3.30827067669173,7,0
2,5,137776,138206,3.23308270676692,7,0
2,6,139940,140372,3.24812030075188,7,0
2,7,142083,142515,3.24812030075188,7,0
2,8,144346,144772,3.20300751879699,7,0
2,9,146549,146980,3.2406015037594,7,0
2,10,148755,149184,3.22556390977444,7,0
2,11,150884,151343,3.45112781954887,7,1
2,12,153747,154181,3.26315789473684,7,0
2,13,155793,156225,3.24812030075188,7,0
2,15,161092,161521,3.22556390977444,7,0
2,16,163138,163573,3.27067669172932,7,0
2,17,165242,165676,3.26315789473684,7,0
2,18,167314,167737,3.18045112781955,7,0
2,19,169796,170218,3.17293233082707,7,0
2,20,172876,173304,3.21804511278195,7,1
2,22,177740,178166,3.20300751879699,7,0
2,23,179877,180307,3.23308270676692,7,0
2,24,182364,182789,3.19548872180451,7,0
2,25,184597,185016,3.15037593984962,7,0
2,26,186907,187325,3.14285714285714,7,0
2,27,188929,189351,3.17293233082707,7,0
2,28,191009,191437,3.21804511278195,7,0
2,29,193088,193538,3.38345864661654,7,0
2,30,195815,196240,3.19548872180451,7,0
2,31,197905,198329,3.18796992481203,7,0
2,32,200000,200419,3.15037593984962,7,0
2,34,205879,206331,3.3984962406015,7,1
3,0,211130,211554,3.18796992481203,7,0
3,1,213243,213666,3.18045112781955,7,0
3,2,215485,215910,3.19548872180451,7,0
3,3,217687,218114,3.21052631578947,7,0
3,4,219941,220367,3.20300751879699,7,0
3,5,222058,222498,3.30827067669173,7,0
3,6,224116,224550,3.26315789473684,7,0
3,7,226214,226639,3.19548872180451,7,0
3,8,228335,228756,3.16541353383459,7,0
3,9,230372,230795,3.18045112781955,7,0
3,10,232471,232894,3.18045112781955,7,0
3,11,234634,235057,3.18045112781955,7,0
3,13,240312,240735,3.18045112781955,7,0
3,14,242590,243016,3.20300751879699,7,0
3,15,244765,245189,3.18796992481203,7,0
3,16,246991,247412,3.16541353383459,7,0
3,17,249170,249600,3.23308270676692,7,0
3,18,251335,251768,3.25563909774436,7,0
3,20,256220,256645,3.19548872180451,7,0
3,21,258461,258889,3.21804511278195,7,0
3,22,260514,260934,3.15789473684211,7,0
3,23,263089,263515,3.20300751879699,7,0
3,24,265652,266072,3.15789473684211,7,0
3,25,268474,268899,3.19548872180451,7,0
3,26,271617,272043,3.20300751879699,7,0
3,27,274168,274596,3.21804511278195,7,0
3,28,276760,277183,3.18045112781955,7,0
3,29,279033,279460,3.21052631578947,7,0
3,30,281434,281856,3.17293233082707,7,0
3,31,283533,284188,4.92481203007519,7,1
3,32,286079,286506,3.21052631578947,7,0
3,33,288236,288671,3.27067669172932,7,0
3,34,290507,290928,3.16541353383459,7,0
1,0,2284,3011,5.46616541353383,6,0
1,2,8679,9251,4.30075187969925,6,0
1,3,11686,12130,3.33834586466165,6,0
1,4,14751,15280,3.97744360902256,6,0
1,5,18432,18887,3.42105263157895,6,0
1,6,22366,22865,3.75187969924812,6,0
1,7,25842,26333,3.69172932330827,6,1
1,8,29636,30114,3.59398496240602,6,0
1,9,33411,33857,3.35338345864662,6,1
1,10,NaN,40642,NaN,6,0
1,12,46522,47048,3.95488721804511,6,0
1,13,50213,50902,5.18045112781955,6,0
1,14,53363,53825,3.47368421052632,6,1
1,15,NaN,58410,NaN,6,0
1,16,61304,61900,4.4812030075188,6,0
1,17,64546,65056,3.83458646616541,6,0
1,18,72386,72834,3.36842105263158,6,0
1,19,74853,75382,3.97744360902256,6,0
1,20,77517,77994,3.58646616541353,6,0
1,21,NaN,88142,NaN,6,0
1,22,90866,91308,3.32330827067669,6,0
1,23,93362,93797,3.27067669172932,6,0
1,24,95589,96031,3.32330827067669,6,0
1,25,98588,99022,3.26315789473684,6,0
1,26,101670,102110,3.30827067669173,6,0
1,27,105553,105988,3.27067669172932,6,0
1,28,108752,109183,3.2406015037594,6,0
1,29,110876,111302,3.20300751879699,6,0
1,30,114231,114688,3.43609022556391,6,0
1,31,118156,118678,3.92481203007519,6,1
1,32,124656,125099,3.33082706766917,6,0
1,33,128109,128548,3.30075187969925,6,0
1,34,131590,132019,3.22556390977444,6,0
2,1,NaN,142069,NaN,6,0
2,2,144023,144454,3.2406015037594,6,0
2,3,147018,147450,3.24812030075188,6,0
2,4,150420,151101,5.1203007518797,6,0
2,5,153720,154165,3.34586466165414,6,0
2,6,155818,156280,3.47368421052632,6,0
2,7,159065,159524,3.45112781954887,6,0
2,8,162882,163314,3.24812030075188,6,0
2,9,165916,166346,3.23308270676692,6,0
2,10,169493,169925,3.24812030075188,6,0
2,11,174177,174611,3.26315789473684,6,0
2,12,179176,179607,3.2406015037594,6,0
2,13,181668,182098,3.23308270676692,6,0
2,14,184465,184900,3.27067669172932,6,0
2,15,186989,187576,4.41353383458647,6,0
2,16,189511,190018,3.81203007518797,6,1
2,17,NaN,192958,NaN,6,0
2,18,197312,198100,5.92481203007519,6,0
2,19,200081,200522,3.31578947368421,6,0
2,21,222330,222794,3.48872180451128,6,0
2,22,225027,225462,3.27067669172932,6,0
2,23,227589,228027,3.29323308270677,6,0
2,24,230039,230463,3.18796992481203,6,0
2,25,232265,232695,3.23308270676692,6,0
2,26,234660,235104,3.33834586466165,6,0
2,28,240695,241121,3.20300751879699,6,0
2,29,245346,245770,3.18796992481203,6,0
2,30,248215,248641,3.20300751879699,6,0
2,31,251171,251605,3.26315789473684,6,0
2,32,256888,257321,3.25563909774436,6,0
2,33,259609,260032,3.18045112781955,6,0
2,34,262266,262706,3.30827067669173,6,0
3,0,267176,267607,3.2406015037594,6,0
3,2,275364,275796,3.24812030075188,6,0
3,3,280069,280498,3.22556390977444,6,0
3,4,284030,284456,3.20300751879699,6,0
3,5,286981,287407,3.20300751879699,6,0
3,6,292090,292599,3.82706766917293,6,0
3,7,296505,296964,3.45112781954887,6,0
3,8,300693,301121,3.21804511278195,6,0
3,9,NaN,304636,NaN,6,0
3,10,307218,307647,3.22556390977444,6,0
3,11,311465,311895,3.23308270676692,6,0
3,12,314217,314666,3.37593984962406,6,0
3,13,317046,317679,4.7593984962406,6,0
3,14,324978,325402,3.18796992481203,6,0
3,15,328027,328448,3.16541353383459,6,0
3,16,330202,330628,3.20300751879699,6,0
3,17,334816,335246,3.23308270676692,6,0
3,18,337510,337987,3.58646616541353,6,0
3,19,339853,340278,3.19548872180451,6,0
3,20,343720,344166,3.35338345864662,6,0
3,21,348837,349257,3.15789473684211,6,0
3,22,351136,351568,3.24812030075188,6,0
3,23,353251,353695,3.33834586466165,6,0
3,24,356987,357410,3.18045112781955,6,0
3,25,361179,361603,3.18796992481203,6,0
3,26,364199,364625,3.20300751879699,6,0
3,27,368764,369280,3.8796992481203,6,0
3,28,371188,371606,3.14285714285714,6,0
3,29,373305,373724,3.15037593984962,6,0
3,31,381175,381608,3.25563909774436,6,0
3,32,383314,383751,3.28571428571429,6,0
3,33,385823,386253,3.23308270676692,6,0
3,34,388331,388758,3.21052631578947,6,0
1,0,1825,2255,3.23308270676692,5,0
1,1,3921,4355,3.26315789473684,5,0
1,3,9826,10253,3.21052631578947,5,0
1,4,12220,12643,3.18045112781955,5,0
1,5,14724,15157,3.25563909774436,5,0
1,6,17043,17468,3.19548872180451,5,0
1,7,19165,19593,3.21804511278195,5,0
1,8,21322,21749,3.21052631578947,5,0
1,10,NaN,28392,NaN,5,0
1,11,30520,30998,3.59398496240602,5,0
1,12,32945,33368,3.18045112781955,5,0
1,13,35482,35896,3.11278195488722,5,0
1,14,37539,37973,3.26315789473684,5,0
1,15,39614,40135,3.91729323308271,5,0
1,16,42020,42457,3.28571428571429,5,0
1,17,45140,45576,3.2781954887218,5,0
1,18,47304,47754,3.38345864661654,5,1
1,19,NaN,50953,NaN,5,0
1,20,52796,53225,3.22556390977444,5,0
1,21,55417,56184,5.76691729323308,5,1
1,22,62665,63099,3.26315789473684,5,0
1,23,64903,65329,3.20300751879699,5,0
1,24,67148,67635,3.66165413533835,5,0
1,25,70671,71132,3.46616541353383,5,0
1,26,72904,73351,3.3609022556391,5,1
1,27,NaN,77616,NaN,5,0
1,28,80738,81179,3.31578947368421,5,0
1,29,84846,85293,3.3609022556391,5,0
1,30,88322,88763,3.31578947368421,5,1
1,31,NaN,92574,NaN,5,0
1,32,95549,95997,3.36842105263158,5,0
1,33,100391,100847,3.42857142857143,5,0
1,34,NaN,105290,NaN,5,0
2,0,110683,111136,3.40601503759398,5,0
2,1,112999,113435,3.2781954887218,5,1
2,2,NaN,115783,NaN,5,0
2,3,118213,118671,3.44360902255639,5,0
2,4,120881,121309,3.21804511278195,5,0
2,6,127083,127545,3.47368421052632,5,0
2,7,129317,129832,3.87218045112782,5,0
2,8,131937,132372,3.27067669172932,5,0
2,9,134048,134491,3.33082706766917,5,0
2,10,136115,136552,3.28571428571429,5,0
2,11,138205,138646,3.31578947368421,5,0
2,12,140284,140859,4.32330827067669,5,0
2,13,142681,143116,3.27067669172932,5,0
2,14,NaN,145308,NaN,5,1
2,15,146953,147387,3.26315789473684,5,0
2,16,149183,149606,3.18045112781955,5,0
2,17,151386,151824,3.29323308270677,5,0
2,18,153619,154046,3.21052631578947,5,0
2,20,158983,159426,3.33082706766917,5,0
2,21,161829,162257,3.21804511278195,5,0
2,22,164085,164524,3.30075187969925,5,0
2,23,166330,166767,3.28571428571429,5,0
2,24,168392,168825,3.25563909774436,5,0
2,25,170695,171130,3.27067669172932,5,0
2,26,173027,173486,3.45112781954887,5,0
2,27,175295,175729,3.26315789473684,5,0
2,28,177655,178098,3.33082706766917,5,0
2,29,180204,180644,3.30827067669173,5,0
2,30,182310,182749,3.30075187969925,5,0
2,31,185357,185789,3.24812030075188,5,0
2,32,187652,188084,3.24812030075188,5,0
2,33,189990,190429,3.30075187969925,5,0
2,34,195151,195595,3.33834586466165,5,1
3,0,200957,201390,3.25563909774436,5,0
3,1,203564,203995,3.2406015037594,5,0
3,2,206460,206893,3.25563909774436,5,0
3,3,208648,209086,3.29323308270677,5,0
3,4,211103,211536,3.25563909774436,5,0
3,5,213290,213726,3.2781954887218,5,0
3,6,216181,216617,3.2781954887218,5,0
3,7,222078,222506,3.21804511278195,5,0
3,8,224381,224810,3.22556390977444,5,0
3,9,226640,227076,3.2781954887218,5,0
3,10,229011,229464,3.40601503759398,5,0
3,11,234278,234750,3.54887218045113,5,1
3,12,236523,236961,3.29323308270677,5,0
3,14,243348,243778,3.23308270676692,5,0
3,15,245539,245968,3.22556390977444,5,0
3,16,247791,248222,3.2406015037594,5,0
3,17,249981,250415,3.26315789473684,5,0
3,18,252216,252648,3.24812030075188,5,0
3,19,254514,254960,3.35338345864662,5,0
3,20,256649,257086,3.28571428571429,5,0
3,21,258719,259146,3.21052631578947,5,0
3,22,260858,261290,3.24812030075188,5,0
3,23,263076,263510,3.26315789473684,5,0
3,24,265228,265653,3.19548872180451,5,0
3,25,267623,268063,3.30827067669173,5,0
3,26,269955,270382,3.21052631578947,5,0
3,27,272115,272563,3.36842105263158,5,0
3,28,274261,274690,3.22556390977444,5,0
3,29,276465,276899,3.26315789473684,5,0
3,30,278682,279120,3.29323308270677,5,0
3,31,280976,281404,3.21804511278195,5,0
3,32,283038,283465,3.21052631578947,5,0
3,33,285275,285704,3.22556390977444,5,0
3,34,287455,287891,3.2781954887218,5,0
1,0,2177,2679,3.77443609022556,4,0
1,1,4838,5388,4.13533834586466,4,0
1,2,7431,8007,4.33082706766917,4,0
1,3,10106,10544,3.29323308270677,4,0
1,4,12877,13357,3.60902255639098,4,0
1,5,15860,16375,3.87218045112782,4,0
1,6,18303,18848,4.09774436090226,4,0
1,7,20548,21011,3.4812030075188,4,0
1,9,26244,26765,3.91729323308271,4,0
1,10,28808,29317,3.82706766917293,4,0
1,11,31367,31842,3.57142857142857,4,0
1,12,33576,34008,3.24812030075188,4,0
1,13,36143,36615,3.54887218045113,4,0
1,14,38359,38836,3.58646616541353,4,0
1,16,44472,44900,3.21804511278195,4,0
1,17,46806,47291,3.64661654135338,4,0
1,18,49106,49694,4.42105263157895,4,0
1,19,51591,52018,3.21052631578947,4,0
1,21,NaN,60383,NaN,4,0
1,22,62384,62813,3.22556390977444,4,0
1,23,64468,64943,3.57142857142857,4,0
1,24,66727,67172,3.34586466165414,4,0
1,25,NaN,69560,NaN,4,0
1,26,71329,71835,3.80451127819549,4,0
1,27,73776,74252,3.57894736842105,4,0
1,28,76178,76610,3.24812030075188,4,0
1,30,83356,83894,4.04511278195489,4,0
1,31,85633,86074,3.31578947368421,4,0
1,32,87991,88675,5.14285714285714,4,0
1,33,90606,91137,3.99248120300752,4,0
1,34,96529,96988,3.45112781954887,4,0
2,0,108035,108469,3.26315789473684,4,0
2,2,113165,113663,3.74436090225564,4,0
2,3,115343,115833,3.68421052631579,4,0
2,4,117543,118239,5.23308270676692,4,0
2,5,119956,120471,3.87218045112782,4,1
2,6,NaN,122981,NaN,4,0
2,7,124679,125199,3.90977443609023,4,0
2,8,126916,127406,3.68421052631579,4,1
2,9,NaN,131692,NaN,4,0
2,10,133448,134007,4.20300751879699,4,0
2,11,135852,136370,3.89473684210526,4,0
2,12,138354,138829,3.57142857142857,4,0
2,13,140488,140976,3.66917293233083,4,0
2,14,142646,143146,3.7593984962406,4,0
2,15,144934,145454,3.90977443609023,4,1
2,16,NaN,147908,NaN,4,0
2,17,149662,150147,3.64661654135338,4,0
2,18,151840,152370,3.98496240601504,4,0
2,19,154203,154681,3.59398496240602,4,0
2,20,156506,157003,3.73684210526316,4,0
2,21,158766,159268,3.77443609022556,4,0
2,23,168775,169264,3.67669172932331,4,0
2,24,170954,171442,3.66917293233083,4,0
2,25,173758,174208,3.38345864661654,4,0
2,26,175906,176430,3.93984962406015,4,0
2,27,178209,178723,3.86466165413534,4,0
2,28,180574,181092,3.89473684210526,4,1
2,29,NaN,183560,NaN,4,0
2,30,185301,185759,3.44360902255639,4,0
2,31,188763,189250,3.66165413533835,4,0
2,32,191045,191546,3.76691729323308,4,0
2,33,193290,193799,3.82706766917293,4,0
2,34,195488,195979,3.69172932330827,4,0
3,0,206073,206528,3.42105263157895,4,0
3,1,208348,208815,3.51127819548872,4,0
3,2,210523,210957,3.26315789473684,4,0
3,3,212791,213221,3.23308270676692,4,0
3,4,214926,215451,3.94736842105263,4,0
3,5,217141,217589,3.36842105263158,4,0
3,6,219349,219794,3.34586466165414,4,0
3,7,221485,221919,3.26315789473684,4,0
3,8,223689,224123,3.26315789473684,4,0
3,9,225888,226322,3.26315789473684,4,0
3,10,228089,228516,3.21052631578947,4,0
3,11,230407,230925,3.89473684210526,4,0
3,12,232736,233251,3.87218045112782,4,0
3,13,234922,235368,3.35338345864662,4,0
3,14,237137,237590,3.40601503759398,4,0
3,15,239805,240239,3.26315789473684,4,0
3,16,242517,242948,3.2406015037594,4,0
3,17,244636,245068,3.24812030075188,4,0
3,18,247190,247627,3.28571428571429,4,0
3,19,249399,249840,3.31578947368421,4,0
3,20,251664,252093,3.22556390977444,4,0
3,21,254298,254823,3.94736842105263,4,0
3,23,259334,259783,3.37593984962406,4,0
3,24,261587,262026,3.30075187969925,4,1
3,25,264223,264656,3.25563909774436,4,0
3,26,266541,266972,3.2406015037594,4,0
3,28,272924,273357,3.25563909774436,4,0
3,29,275481,275911,3.23308270676692,4,0
3,30,279236,279669,3.25563909774436,4,0
3,31,281812,282294,3.62406015037594,4,0
3,32,284069,284596,3.96240601503759,4,0
3,33,286498,286971,3.55639097744361,4,0
3,34,288725,289157,3.24812030075188,4,0
1,1,6591,7116,3.94736842105263,3,0
1,2,9287,10052,5.75187969924812,3,0
1,3,11969,12664,5.22556390977444,3,0
1,4,14672,15375,5.28571428571429,3,0
1,5,17247,17906,4.95488721804511,3,0
1,6,20244,20701,3.43609022556391,3,0
1,7,22806,23262,3.42857142857143,3,0
1,8,25030,25796,5.7593984962406,3,0
1,9,27675,28146,3.54135338345865,3,0
1,10,29818,30352,4.01503759398496,3,0
1,11,32653,33138,3.64661654135338,3,0
1,12,34838,35267,3.22556390977444,3,0
1,13,37598,38076,3.59398496240602,3,0
1,15,NaN,50227,NaN,3,0
1,16,53090,53559,3.52631578947368,3,0
1,17,56339,56922,4.38345864661654,3,0
1,18,58685,59235,4.13533834586466,3,0
1,19,61748,62338,4.43609022556391,3,0
1,20,67211,67836,4.69924812030075,3,0
1,21,70441,71080,4.80451127819549,3,0
1,22,NaN,74045,NaN,3,0
1,23,76885,77486,4.5187969924812,3,0
1,24,87431,87946,3.87218045112782,3,0
1,26,NaN,95595,NaN,3,0
1,27,97259,97804,4.09774436090226,3,0
1,28,99817,100356,4.05263157894737,3,0
1,29,102343,102809,3.50375939849624,3,0
1,30,NaN,111753,NaN,3,0
1,31,113705,114245,4.06015037593985,3,0
1,32,115997,116555,4.19548872180451,3,0
1,33,118601,119122,3.91729323308271,3,0
1,34,121110,121652,4.07518796992481,3,1
2,0,130864,131392,3.96992481203007,3,0
2,1,133142,133595,3.40601503759398,3,0
2,2,135546,136046,3.7593984962406,3,0
2,3,137956,138448,3.69924812030075,3,0
2,4,140650,141116,3.50375939849624,3,0
2,5,142914,143338,3.18796992481203,3,0
2,6,145213,145681,3.5187969924812,3,0
2,7,147694,148154,3.45864661654135,3,0
2,8,150877,151322,3.34586466165414,3,0
2,9,153512,153970,3.44360902255639,3,0
2,10,157306,157760,3.41353383458647,3,0
2,12,164604,165075,3.54135338345865,3,0
2,13,166984,167525,4.06766917293233,3,0
2,14,170324,170891,4.26315789473684,3,0
2,15,172679,173123,3.33834586466165,3,0
2,16,175454,175893,3.30075187969925,3,0
2,17,177931,178410,3.6015037593985,3,0
2,18,180652,181086,3.26315789473684,3,0
2,19,182870,183305,3.27067669172932,3,0
2,20,185540,186004,3.48872180451128,3,0
2,21,188079,188557,3.59398496240602,3,0
2,22,190546,191062,3.8796992481203,3,0
2,23,193184,193840,4.93233082706767,3,0
2,24,200714,201143,3.22556390977444,3,0
2,25,203055,203810,5.67669172932331,3,0
2,26,205629,206088,3.45112781954887,3,0
2,27,207799,208261,3.47368421052632,3,0
2,28,210269,211051,5.8796992481203,3,0
2,29,212760,213240,3.60902255639098,3,0
2,30,215239,215669,3.23308270676692,3,0
2,31,217557,218000,3.33082706766917,3,0
2,32,219915,220456,4.06766917293233,3,0
2,33,222106,222558,3.3984962406015,3,0
2,34,224432,225156,5.44360902255639,3,0
3,0,232432,232879,3.3609022556391,3,0
3,1,234765,235234,3.52631578947368,3,0
3,2,237170,237636,3.50375939849624,3,0
3,3,239473,239899,3.20300751879699,3,0
3,4,241987,242514,3.96240601503759,3,0
3,5,244227,244704,3.58646616541353,3,0
3,6,246359,246800,3.31578947368421,3,0
3,7,248804,249228,3.18796992481203,3,0
3,8,251162,251646,3.6390977443609,3,0
3,9,253340,253784,3.33834586466165,3,0
3,10,255527,255989,3.47368421052632,3,0
3,11,258004,258433,3.22556390977444,3,0
3,12,261041,261474,3.25563909774436,3,0
3,13,263236,263667,3.2406015037594,3,0
3,14,265589,266020,3.2406015037594,3,0
3,15,267861,268292,3.2406015037594,3,0
3,16,270092,270527,3.27067669172932,3,0
3,17,272216,273006,5.93984962406015,3,0
3,18,275132,275558,3.20300751879699,3,0
3,19,277349,277771,3.17293233082707,3,0
3,20,281289,281892,4.53383458646617,3,0
3,21,285150,285581,3.2406015037594,3,0
3,22,287390,287877,3.66165413533835,3,0
3,23,289661,290293,4.75187969924812,3,0
3,24,292087,292528,3.31578947368421,3,0
3,26,NaN,298230,NaN,3,0
3,28,302727,303153,3.20300751879699,3,0
3,29,305231,305722,3.69172932330827,3,0
3,30,307511,308016,3.79699248120301,3,0
3,31,309976,310405,3.22556390977444,3,0
3,32,312057,312480,3.18045112781955,3,0
3,33,314372,314811,3.30075187969925,3,0
3,34,316559,317075,3.8796992481203,3,0
1,0,2626,3233,4.56390977443609,2,0
1,1,7041,7632,4.44360902255639,2,0
1,2,10909,11601,5.20300751879699,2,0
1,3,14390,14978,4.42105263157895,2,1
1,4,17313,17973,4.96240601503759,2,0
1,5,20286,20924,4.79699248120301,2,0
1,6,22703,23317,4.61654135338346,2,0
1,7,25155,25697,4.07518796992481,2,0
1,8,28749,29488,5.55639097744361,2,1
1,9,34974,35619,4.84962406015038,2,0
1,10,37913,38513,4.51127819548872,2,0
1,11,41493,42085,4.45112781954887,2,0
1,12,44222,44739,3.88721804511278,2,0
1,13,46593,47113,3.90977443609023,2,0
1,14,50049,50586,4.03759398496241,2,0
1,15,52267,52781,3.86466165413534,2,0
1,16,57586,58090,3.78947368421053,2,0
1,17,59761,60239,3.59398496240602,2,0
1,18,62377,62813,3.2781954887218,2,0
1,19,64853,65379,3.95488721804511,2,0
1,20,67379,67822,3.33082706766917,2,0
1,21,70293,70742,3.37593984962406,2,0
1,22,74348,74816,3.5187969924812,2,0
1,23,77052,77681,4.72932330827068,2,1
1,24,79462,79926,3.48872180451128,2,0
1,25,82175,82668,3.70676691729323,2,0
1,26,NaN,85327,NaN,2,1
1,27,87047,87491,3.33834586466165,2,0
1,28,89634,90199,4.24812030075188,2,0
1,29,92342,92872,3.98496240601504,2,1
1,30,94662,95266,4.54135338345865,2,0
1,31,102873,103406,4.00751879699248,2,0
1,32,105645,106105,3.45864661654135,2,0
1,33,107947,108391,3.33834586466165,2,0
1,34,110360,110864,3.78947368421053,2,0
2,0,114998,115453,3.42105263157895,2,0
2,1,117483,118031,4.1203007518797,2,1
